t,tau_cmd,tau_meas,q,dq
17.106587674,-1.253011684,-1.234999895,3.089232683,-10.349802017
17.117117294,-1.230753481,-1.234999895,2.967059612,-10.524335861
17.127603896,-1.207729578,-1.120999932,2.844886780,-10.698868752
17.138203505,-1.183605145,-1.139999986,2.740166903,-10.855947495
17.148609342,-1.159104594,-1.082999945,2.617993832,-11.013027191
17.159171950,-1.133424267,-0.930999994,2.495820761,-11.135200500
17.169883628,-1.106565905,-0.703000009,2.373647690,-11.239920616
17.180624195,-1.078829931,-0.740999937,2.251474619,-11.309733391
17.191106711,-1.051002211,-0.759999990,2.129301786,-11.362092972
17.201599699,-1.022416164,-0.759999990,2.007128716,-11.397000313
17.212128565,-0.993017729,-0.778999984,1.884955645,-11.414453506
17.222596981,-0.963098714,-0.759999990,1.762782574,-11.431906700
17.233194622,-0.932131430,-0.759999990,1.640609503,-11.449359894
17.243642758,-0.900953612,-0.797999978,1.518436432,-11.466813087
17.254133812,-0.869022717,-0.874000013,1.396263361,-11.466813087
17.264619073,-0.836505828,-0.664999962,1.274090409,-11.466813087
17.275141904,-0.803288455,-0.722000003,1.151917338,-11.484266281
17.285660926,-0.769521596,-0.759999990,1.029744267,-11.484266281
17.296129734,-0.735381928,-0.759999990,0.907571197,-11.484266281
17.306742519,-0.700253250,-0.722000003,0.802851439,-11.484266281
17.317155364,-0.665302056,-0.664999962,0.680678427,-11.466813087
17.327621397,-0.629713248,-0.684000015,0.558505356,-11.466813087
17.338143670,-0.593494054,-0.684000015,0.436332315,-11.449359894
17.348623618,-0.557007975,-0.684000015,0.314159274,-11.414453506
17.359249700,-0.519618733,-0.588999987,0.191986218,-11.397000313
17.370236482,-0.480570976,-0.532000005,0.069813170,-11.362092972
17.380599540,-0.443403671,-0.493999988,-0.017453292,-11.309733391
17.391120491,-0.405362535,-0.493999988,-0.139626339,-11.257373810
17.401712461,-0.366778391,-0.417999983,-0.261799395,-11.187560081
17.412125861,-0.328591219,-0.379999995,-0.366519153,-11.117747307
17.422632656,-0.289833541,-0.342000008,-0.488692194,-11.047934532
17.433139368,-0.250874082,-0.361000001,-0.593411922,-10.960667610
17.443795362,-0.211182542,-0.284999996,-0.715584993,-10.873401642
17.454723780,-0.170319209,-0.266000003,-0.837758064,-10.768681526
17.465102898,-0.131390374,-0.227999985,-0.942477822,-10.663961411
17.475623531,-0.091839647,-0.171000004,-1.047197580,-10.541789055
17.486132995,-0.052266795,-0.189999998,-1.169370651,-10.419615746
17.496702182,-0.012432339,-0.113999993,-1.274090409,-10.297442436
17.507129398,0.026875759,-0.018999999,-1.378810167,-10.157815933
17.517588548,0.066285671,-0.037999999,-1.466076612,-10.000736237
17.528149739,0.106033510,0.000000000,-1.570796371,-9.861110687
17.538580526,0.145217353,0.037999999,-1.675516129,-9.686577797
17.549081833,0.184565239,0.000000000,-1.780235887,-9.529498100
17.559604510,0.223864230,0.075999998,-1.867502332,-9.337511063
17.570159011,0.263124772,0.151999995,-1.954768777,-9.145524979
17.580614440,0.301834333,0.171000004,-2.042035341,-8.953538895
17.591140785,0.340595860,0.189999998,-2.129301786,-8.744099617
17.601714799,0.379292888,0.171000004,-2.216568232,-8.534660339
17.612181189,0.417332358,0.246999994,-2.303834677,-8.307766914
17.622580573,0.454842366,0.284999996,-2.373647690,-8.063421249
17.633301872,0.493187959,0.342000008,-2.460914135,-7.801621914
17.644247241,0.531965392,0.379999995,-2.530727386,-7.539822578
17.654638462,0.568407559,0.437000006,-2.600540638,-7.260569572
17.665106728,0.604727884,0.474999994,-2.670353651,-6.981317043
17.675709783,0.641089073,0.474999994,-2.740166903,-6.684610844
17.686175100,0.676531623,0.550999999,-2.792526722,-6.387905121
17.696630288,0.711472554,0.532000005,-2.862339973,-6.073745728
17.707136265,0.746088376,0.588999987,-2.914699793,-5.742133141
17.717627145,0.780135451,0.664999962,-2.967059612,-5.410520554
17.728152074,0.813748049,0.664999962,-3.001966238,-5.061454773
17.738651528,0.846712019,0.684000015,-3.054326296,-4.694935799
17.749216138,0.879285451,0.759999990,-3.089232683,-4.345870018
17.759710967,0.911030051,0.722000003,-3.124139309,-3.961897373
17.770125678,0.941905826,0.722000003,-3.159045935,-3.577924967
17.780609288,0.972334105,0.797999978,-3.176499128,-3.176499128
17.791115853,1.002151794,0.835999966,-3.193952560,-2.775073528
17.801653341,1.031355405,0.893000007,-3.211405754,-2.373647690
17.812222923,1.059921302,0.893000007,-3.228859186,-1.937315464
17.822691177,1.087476228,0.930999994,-3.228859186,-1.518436432
17.833135626,1.114218371,1.006999969,-3.246312380,-1.099557400
17.843622204,1.140295999,1.044999957,-3.246312380,-0.767944872
17.854219717,1.165844793,1.082999945,-3.246312380,-0.523598790
17.864769860,1.190457954,1.120999932,-3.246312380,-0.349065840
17.875640274,1.214942702,1.101999998,-3.228859186,-0.157079637
17.886102361,1.237651610,1.120999932,-3.228859186,0.017453292
17.896619832,1.259618264,1.159000039,-3.228859186,0.209439516
17.907090441,1.280612870,1.177999973,-3.228859186,0.418879032
17.917590850,1.300776644,1.197000027,-3.211405754,0.610865235
